timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 1 2 0.3336072505511046 0.06639274944889545
2 1 16 0.266863932250236 0.133136067749764
2 2 3 0.2042243503027846 0.19577564969721542
2 2 18 0.3345038279217783 0.06549617207822173
2 3 4 0.38918407151577794 0.010815928484222082
2 3 18 0.20666434062636213 0.1933356593736379
2 4 5 0.38200165560832255 0.017998344391677468
2 4 18 0.35380631102121124 0.04619368897878878
2 5 19 0.2880860260121568 0.1119139739878432
2 6 7 0.34579337734368576 0.05420662265631426
2 6 20 0.37793319948478016 0.022066800515219864
2 7 20 0.2978139499197442 0.10218605008025583
2 9 10 0.1914123248320713 0.20858767516792873
2 10 11 0.37867199451293765 0.021328005487062374
2 13 14 0.28014414870852505 0.11985585129147497
2 15 16 0.3825704681076561 0.01742953189234392
2 15 17 0.21953462581660818 0.18046537418339184
2 17 18 0.2456760285728839 0.15432397142711612
3 2 18 0.39537644528825266 0.0046235547117473574
3 6 7 0.3459418970725142 0.05405810292748581
3 8 10 0.39179256484855246 0.008207435151447562
3 8 20 0.30532513674163064 0.09467486325836938
3 9 10 0.38226389738104316 0.01773610261895686
3 9 11 0.387009052844351 0.012990947155649024
3 13 14 0.2336130360654476 0.16638696393455243
3 15 17 0.3062181845101916 0.0937818154898084
4 1 18 0.2594268182470562 0.1405731817529438
4 4 17 0.2562399454611126 0.1437600545388874
4 6 7 0.34045833795081526 0.05954166204918476
4 6 19 0.3562959184502298 0.043704081549770235
4 8 10 0.3009065692282921 0.0990934307717079
4 8 20 0.25393794029723493 0.1460620597027651
4 9 11 0.31782920419295096 0.08217079580704906
4 15 17 0.3431723532037482 0.056827646796251796
5 4 17 0.3851847012565287 0.014815298743471317
5 8 20 0.2627402608576699 0.13725973914233014
5 9 12 0.2773581157499723 0.1226418842500277
5 15 17 0.34087090494733313 0.05912909505266689
6 6 10 0.36288581818311283 0.03711418181688719
6 8 11 0.25973303451444735 0.14026696548555267
6 8 20 0.20560434891828136 0.19439565108171866
6 9 14 0.2808234160769269 0.11917658392307312
6 15 17 0.3626468810901317 0.03735311890986831
7 2 3 0.31893186904394405 0.08106813095605597
7 5 7 0.3683265728325284 0.031673427167471624
7 5 17 0.269416442877184 0.130583557122816
7 8 11 0.31359930143508247 0.08640069856491756
7 9 14 0.32705313622395665 0.07294686377604337
7 12 20 0.24662972734790162 0.1533702726520984
7 15 17 0.32550200533637047 0.07449799466362955
8 2 3 0.29606733285297626 0.10393266714702376
8 5 7 0.2986920971883523 0.1013079028116477
8 5 15 0.34305225830590613 0.05694774169409389
8 5 17 0.3693449941770885 0.03065500582291153
8 6 8 0.23451034943687601 0.165489650563124
8 6 11 0.37017491753293397 0.029825082467066055
8 6 19 0.2896680894405824 0.1103319105594176
8 10 19 0.3627188860006062 0.03728111399939382
8 14 20 0.3615393294898002 0.0384606705101998
8 15 17 0.33875243400856975 0.061247565991430275
9 2 3 0.30905100741259584 0.09094899258740419
9 4 5 0.3920400810372895 0.007959918962710533
9 5 7 0.33159100387746204 0.06840899612253798
9 6 11 0.39757781081106347 0.002422189188936552
9 6 19 0.36362401012414036 0.03637598987585966
9 7 10 0.30331996243593284 0.09668003756406718
9 8 12 0.25881757241373526 0.14118242758626476
9 10 17 0.3759095800771949 0.02409041992280514
9 15 17 0.2561554933151868 0.14384450668481324
9 17 19 0.18039260352648961 0.2196073964735104
10 2 4 0.1481267261173215 0.25187327388267855
10 2 5 0.34368177420922097 0.05631822579077905
10 4 5 0.1962543205100839 0.20374567948991612
10 5 7 0.3734270066726806 0.02657299332731944
10 5 17 0.3774385449978615 0.02256145500213852
10 10 17 0.38497481446904813 0.01502518553095189
10 11 19 0.3862630656219355 0.013736934378064503
10 15 17 0.20488560306233003 0.19511439693767
11 1 3 0.38320841112313186 0.016791588876868158
11 2 4 0.23547143381237604 0.164528566187624
11 3 4 0.3646178167919343 0.03538218320806574
11 4 5 0.3030315048228526 0.0969684951771474
11 6 12 0.3820796071056096 0.017920392894390402
11 15 17 0.28258260656630935 0.11741739343369068
12 1 3 0.39827226029560553 0.001727739704394493
12 2 4 0.21099468215094278 0.18900531784905725
12 3 4 0.38025814547414677 0.019741854525853253
12 4 5 0.39733550335959295 0.002664496640407077
12 5 7 0.3857840951789945 0.014215904821005543
12 11 15 0.3555001710362095 0.04449982896379051
13 1 3 0.35094413547116254 0.04905586452883748
13 2 4 0.2486752448126707 0.15132475518732932
13 3 4 0.33023824687996967 0.06976175312003036
13 11 15 0.16542386143229787 0.23457613856770215
14 1 3 0.28986039910705436 0.11013960089294567
14 3 4 0.2878404331483105 0.11215956685168954
14 9 20 0.2500072132011752 0.14999278679882483
15 1 3 0.2874142719614559 0.11258572803854411
16 1 3 0.35711151437524186 0.042888485624758166
16 2 7 0.3919825070199859 0.00801749298001414
16 6 12 0.38751299911622156 0.012487000883778465
16 15 19 0.3584343012123992 0.0415656987876008
17 6 12 0.3455146420165376 0.054485357983462435
17 8 12 0.3483429739851485 0.051657026014851504
17 8 14 0.18842817446090068 0.21157182553909934
17 15 19 0.38002536846246987 0.019974631537530152
18 6 12 0.30874716708638134 0.09125283291361869
18 6 15 0.29918645394163856 0.10081354605836146
18 12 19 0.26710923725906954 0.13289076274093048
18 15 19 0.32252803044308 0.07747196955692004
19 16 18 0.39682202086683127 0.0031779791331687512
21 10 17 0.3459124996987757 0.054087500301224334
23 2 7 0.2546839599572948 0.1453160400427052
