timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 1 11 0.3849764469383189 0.015023553061681127
2 13 16 0.38267614884956147 0.01732385115043855
2 13 17 0.39152578817612615 0.008474211823873867
2 35 36 0.32375362018082715 0.07624637981917287
2 38 40 0.3771544029928086 0.02284559700719141
3 2 11 0.2625273989593121 0.13747260104068793
3 9 28 0.37965514675826567 0.02034485324173435
3 13 16 0.3764992053642907 0.02350079463570931
3 15 30 0.37530575536637045 0.02469424463362957
3 38 42 0.3296997631666997 0.07030023683330033
3 38 43 0.31699822333781447 0.08300177666218556
3 52 53 0.3038390029350266 0.09616099706497344
4 10 23 0.3322156420367262 0.06778435796327381
4 13 16 0.3764992053642907 0.02350079463570931
4 14 59 0.38986701668332635 0.010132983316673672
4 15 30 0.37530575536637045 0.02469424463362957
4 16 19 0.24630463085199542 0.1536953691480046
4 31 80 0.39799746719333506 0.0020025328066649584
4 35 66 0.38951942670077355 0.01048057329922647
4 37 72 0.3906147367755396 0.009385263224460427
4 45 77 0.30344931197141045 0.09655068802858957
4 58 62 0.3965048159569813 0.0034951840430187398
4 74 90 0.39906379182849466 9.362081715053594E-4
5 2 22 0.395673028344694 0.0043269716553060444
5 3 6 0.39289584966860347 0.007104150331396553
5 3 81 0.39172838835624185 0.00827161164375817
5 18 21 0.39351056962749364 0.006489430372506377
5 19 84 0.38661127535948786 0.013388724640512162
5 27 80 0.37601926211412096 0.023980737885879067
5 31 80 0.39239685830447446 0.0076031416955255615
5 45 77 0.3114566497466625 0.08854335025333754
5 56 89 0.3911595848586626 0.008840415141337432
5 67 71 0.35151362255815105 0.04848637744184897
5 69 88 0.3744999272192552 0.025500072780744842
5 75 91 0.33195080840833413 0.06804919159166589
5 85 94 0.39201545583003417 0.007984544169965857
5 86 95 0.29805981880928395 0.10194018119071607
5 89 103 0.39401475173059824 0.005985248269401777
6 4 24 0.3106967260279556 0.0893032739720444
6 6 93 0.39725149680634675 0.0027485031936532733
6 7 92 0.39406315092240696 0.005936849077593065
6 13 16 0.3987300662494737 0.0012699337505263086
6 18 22 0.3300376640917868 0.06996233590821321
6 31 62 0.39454498210642097 0.0054550178935790505
6 45 54 0.30819831688942845 0.09180168311057157
6 69 88 0.3744999272192552 0.025500072780744842
6 76 90 0.36761064473185723 0.032389355268142794
6 85 86 0.39031300740044667 0.009686992599553357
6 85 111 0.39301951540569396 0.006980484594306058
6 94 111 0.36847068128711224 0.03152931871288778
6 97 114 0.39796296166428086 0.0020370383357191657
6 104 116 0.3979701258178365 0.002029874182163549
6 104 118 0.3976617377339306 0.002338262266069424
7 1 22 0.3003512319036531 0.09964876809634693
7 6 93 0.36197979874101827 0.038020201258981756
7 7 81 0.3982067078213081 0.0017932921786918965
7 9 80 0.33464991259847754 0.06535008740152248
7 13 16 0.3987300662494737 0.0012699337505263086
7 13 19 0.39518200048335755 0.004817999516642468
7 38 43 0.38604686019402934 0.013953139805970682
7 40 66 0.39946883524189986 5.311647581001666E-4
7 45 77 0.3077097607856825 0.0922902392143175
7 50 103 0.299749902426733 0.10025009757326703
7 55 91 0.37068271330282554 0.029317286697174483
7 67 115 0.3883031660325037 0.011696833967496323
7 69 88 0.3744999272192552 0.025500072780744842
7 74 75 0.37470817475917 0.025291825240830013
7 76 90 0.36761064473185723 0.032389355268142794
7 85 95 0.39765798417939074 0.002342015820609278
7 89 103 0.39697741676697634 0.003022583233023679
7 100 114 0.33981205746970017 0.060187942530299854
7 102 128 0.3360957049051008 0.0639042950948992
8 12 61 0.35363668207767096 0.04636331792232906
8 16 84 0.3618492900181068 0.03815070998189324
8 26 110 0.3859492515997001 0.014050748400299906
8 27 111 0.32892153747465747 0.07107846252534256
8 34 66 0.3912005604073628 0.008799439592637237
8 46 55 0.3892959496347633 0.010704050365236695
8 50 77 0.3628242442742416 0.03717575572575843
8 57 83 0.345336049066342 0.054663950933658
8 57 96 0.398898072000163 0.001101927999837049
8 64 109 0.2725630496476158 0.12743695035238423
8 67 71 0.3269011950545823 0.0730988049454177
8 69 112 0.3395676120960425 0.060432387903957496
8 74 75 0.37470817475917 0.025291825240830013
8 103 117 0.34531344119486934 0.05468655880513068
8 110 122 0.37081812228839095 0.029181877711609072
9 1 18 0.35568144176394334 0.04431855823605668
9 4 22 0.3442493436674216 0.05575065633257842
9 14 107 0.25236807560513574 0.14763192439486428
9 16 84 0.3618492900181068 0.03815070998189324
9 18 62 0.36432603583109013 0.03567396416890989
9 24 28 0.39813939805922527 0.0018606019407747532
9 34 66 0.3912005604073628 0.008799439592637237
9 35 44 0.3925352487469944 0.007464751253005608
9 37 88 0.39005395741232807 0.009946042587671955
9 39 70 0.39670437662825836 0.0032956233717416628
9 63 93 0.37170964998255207 0.02829035001744795
9 67 71 0.3358377794826401 0.06416222051735992
9 74 75 0.27715872883793347 0.12284127116206656
9 78 109 0.37079119280468326 0.029208807195316766
9 85 86 0.39698091572810257 0.003019084271897454
9 101 128 0.3243523807926247 0.07564761920737534
10 1 18 0.27989329176126765 0.12010670823873237
10 15 16 0.3630880345258229 0.03691196547417713
10 41 73 0.3544035553766151 0.04559644462338491
10 48 116 0.35606191413653776 0.04393808586346226
10 55 56 0.3638985367904934 0.036101463209506635
10 56 89 0.27470115943596496 0.12529884056403506
10 59 60 0.3202671615471302 0.07973283845286983
10 67 71 0.3358377794826401 0.06416222051735992
10 76 143 0.34727259378094816 0.052727406219051864
10 86 111 0.3971627934215311 0.0028372065784689204
10 91 119 0.35747807664979325 0.04252192335020677
10 94 122 0.25913266420024217 0.14086733579975785
10 101 129 0.3160436491917732 0.08395635080822683
10 118 130 0.3024618536013367 0.09753814639866332
11 13 84 0.37784606739113524 0.02215393260886478
11 17 19 0.22381209677127475 0.17618790322872527
11 18 62 0.3169517761999783 0.08304822380002175
11 22 80 0.37381690894862735 0.026183091051372676
11 25 28 0.3986106142328958 0.0013893857671042342
11 27 60 0.28028820076814726 0.11971179923185277
11 27 86 0.33001659586523624 0.06998340413476378
11 45 91 0.28792325391410156 0.11207674608589846
11 56 91 0.3427610481801956 0.05723895181980443
11 58 132 0.29995094310796666 0.10004905689203336
11 67 71 0.3174570538096174 0.0825429461903826
11 67 73 0.31009837570366106 0.08990162429633897
11 68 88 0.3918318007394972 0.008168199260502829
11 98 124 0.31330633894226984 0.08669366105773019
11 101 117 0.3372774615698966 0.06272253843010345
11 101 143 0.36350880514890666 0.03649119485109337
11 102 128 0.31904040894619107 0.08095959105380895
11 122 123 0.38596455010241937 0.014035449897580654
11 145 152 0.3897896734130599 0.0102103265869401
12 6 107 0.32194137868511363 0.07805862131488639
12 12 62 0.33968955526077643 0.06031044473922359
12 33 108 0.3239478581397221 0.07605214186027792
12 38 43 0.3420241218177781 0.05797587818222194
12 61 110 0.36313943156957246 0.036860568430427565
12 63 93 0.3162700784414913 0.08372992155850872
12 69 100 0.28914240226902244 0.11085759773097759
12 70 115 0.23167792058988573 0.1683220794101143
12 94 95 0.27562990807546955 0.12437009192453047
12 98 124 0.31330633894226984 0.08669366105773019
12 110 132 0.2649219427211208 0.13507805727887923
12 113 146 0.37201279970860196 0.027987200291398062
12 118 130 0.3703917523314614 0.029608247668538645
12 149 155 0.373203581337686 0.026796418662314025
12 149 157 0.2970646528878231 0.10293534711217694
13 3 93 0.2671297386955044 0.13287026130449564
13 3 131 0.3870996844523731 0.01290031554762694
13 29 107 0.3977563161492704 0.0022436838507296497
13 34 40 0.21960704834700073 0.1803929516529993
13 37 152 0.3413365931052114 0.058663406894788606
13 41 43 0.35663021329233535 0.04336978670766467
13 45 55 0.39899343847763735 0.00100656152236267
13 48 148 0.37263507487766245 0.02736492512233757
13 50 117 0.378019403263606 0.02198059673639402
13 52 91 0.39740900497747694 0.0025909950225230793
13 69 100 0.28914240226902244 0.11085759773097759
13 70 115 0.23167792058988573 0.1683220794101143
13 78 131 0.3448214521747056 0.05517854782529441
13 102 129 0.39330501627697734 0.006694983723022685
13 108 122 0.3496277869101046 0.05037221308989542
13 110 132 0.2649219427211208 0.13507805727887923
13 112 126 0.37331994668502655 0.026680053314973473
13 124 144 0.39150319605922074 0.008496803940779285
13 126 145 0.3948663669437567 0.005133633056243314
13 149 158 0.39391949286972866 0.006080507130271362
13 150 158 0.3126964496158622 0.08730355038413784
14 12 62 0.38442845961376515 0.015571540386234872
14 16 30 0.3657165629700926 0.03428343702990744
14 19 24 0.39542792084007666 0.004572079159923359
14 38 43 0.2902084059304884 0.10979159406951161
14 39 113 0.3982970333808177 0.0017029666191823445
14 41 43 0.3042211054906508 0.09577889450934923
14 45 55 0.39899343847763735 0.00100656152236267
14 48 148 0.37263507487766245 0.02736492512233757
14 55 127 0.36769778841885015 0.032302211581149876
14 56 119 0.3892134401798179 0.010786559820182118
14 57 96 0.343506479635507 0.05649352036449301
14 57 137 0.3501412498617766 0.04985875013822344
14 78 81 0.39640037306182235 0.003599626938177669
14 78 85 0.3872251865888894 0.012774813411110642
14 102 127 0.35173497037524576 0.04826502962475426
14 108 122 0.3496277869101046 0.05037221308989542
14 110 132 0.39189291560719286 0.008107084392807162
14 112 126 0.37331994668502655 0.026680053314973473
14 114 115 0.39260231526734046 0.00739768473265956
14 126 145 0.3948663669437567 0.005133633056243314
14 135 148 0.3543734480770332 0.04562655192296683
14 142 159 0.37865263534958454 0.02134736465041548
14 143 157 0.3946283103738777 0.0053716896261223335
15 6 16 0.38042633328449765 0.01957366671550237
15 7 92 0.3474192321139449 0.052580767886055146
15 12 21 0.32482762982563573 0.07517237017436429
15 13 29 0.356949114271041 0.04305088572895904
15 37 39 0.24926306497903702 0.150736935020963
15 38 41 0.3726777592168458 0.027322240783154206
15 39 113 0.3982970333808177 0.0017029666191823445
15 45 55 0.39037494322727484 0.009625056772725182
15 57 61 0.287586090164125 0.11241390983587501
15 78 82 0.28812830687128826 0.11187169312871176
15 78 85 0.3872251865888894 0.012774813411110642
15 82 85 0.3058804625580912 0.09411953744190882
15 97 156 0.3944797630449134 0.005520236955086633
15 103 135 0.3777418182740361 0.022258181725963944
15 109 111 0.37891446600721157 0.021085533992788452
15 112 126 0.3977742462313262 0.0022257537686738438
15 114 115 0.39260231526734046 0.00739768473265956
15 124 144 0.3058564571331076 0.09414354286689242
15 125 126 0.39388231942213336 0.006117680577866658
15 138 156 0.3205722958488812 0.07942770415111883
15 143 157 0.3946283103738777 0.0053716896261223335
15 149 158 0.34378859481240287 0.05621140518759715
16 2 31 0.21864570520021717 0.18135429479978285
16 6 86 0.3966542553345616 0.0033457446654384104
16 7 92 0.3474192321139449 0.052580767886055146
16 8 20 0.2238285708781348 0.17617142912186523
16 40 66 0.292894193376842 0.107105806623158
16 69 161 0.3964384198825724 0.003561580117427632
16 74 75 0.39999287882448775 7.121175512270206E-6
16 75 129 0.3505470802609591 0.049452919739040924
16 78 85 0.26686551027315625 0.13313448972684377
16 78 95 0.37424126904458754 0.02575873095541248
16 87 126 0.3931451204958904 0.006854879504109623
16 94 132 0.35532691343142814 0.044673086568571885
16 97 156 0.3944797630449134 0.005520236955086633
16 101 102 0.28456083640965535 0.11543916359034467
16 102 117 0.39620392128549176 0.0037960787145082664
16 109 111 0.398531340370209 0.001468659629791036
16 112 125 0.3952742313042827 0.004725768695717336
16 112 152 0.3138540825923284 0.08614591740767163
16 133 162 0.3870935355554661 0.012906464444533916
16 134 150 0.38014355572710545 0.01985644427289457
16 135 148 0.39709464315502757 0.002905356844972451
16 138 156 0.3205722958488812 0.07942770415111883
16 149 158 0.34378859481240287 0.05621140518759715
17 6 86 0.3966542553345616 0.0033457446654384104
17 8 20 0.27146871187697147 0.12853128812302855
17 24 25 0.2544273956071622 0.1455726043928378
17 26 58 0.33934010945522985 0.06065989054477017
17 27 30 0.34218370711359786 0.057816292886402165
17 40 66 0.35311297765723426 0.04688702234276576
17 48 135 0.29708959889539227 0.10291040110460775
17 55 102 0.3940666197046712 0.005933380295328805
17 56 119 0.3706524266282828 0.029347573371717228
17 62 83 0.395510690717479 0.0044893092825210035
17 64 95 0.2790309969889639 0.12096900301103614
17 69 161 0.3964384198825724 0.003561580117427632
17 74 102 0.38967018686035954 0.010329813139640487
17 77 89 0.3925048608000406 0.007495139199959422
17 78 121 0.3884410074873696 0.011558992512630428
17 89 101 0.39460962092049917 0.005390379079500851
17 97 165 0.3871634759486023 0.012836524051397735
17 108 122 0.3940164614197833 0.0059835385802167185
17 110 123 0.34730757316646355 0.052692426833536476
17 112 125 0.3952742313042827 0.004725768695717336
17 133 162 0.3870935355554661 0.012906464444533916
17 140 143 0.3556686892263202 0.0443313107736798
17 145 164 0.39185075698762306 0.008149243012376961
17 147 168 0.2160391803542141 0.18396081964578592
17 154 165 0.39301880149422663 0.006981198505773389
18 1 2 0.25738678357220335 0.14261321642779667
18 4 22 0.39182684479260443 0.008173155207395588
18 6 86 0.2752445211893499 0.12475547881065013
18 12 62 0.3841387727168715 0.0158612272831285
18 16 29 0.3994567041773476 5.432958226524454E-4
18 19 25 0.28132009631818683 0.11867990368181319
18 22 31 0.3435638629652736 0.05643613703472644
18 24 25 0.2544273956071622 0.1455726043928378
18 33 132 0.39539272499914674 0.004607275000853284
18 37 99 0.38419611112172963 0.01580388887827039
18 39 115 0.3939177519375489 0.006082248062451112
18 40 66 0.35311297765723426 0.04688702234276576
18 45 55 0.351742199740284 0.048257800259716044
18 57 96 0.32840112806725763 0.07159887193274239
18 69 161 0.3964384198825724 0.003561580117427632
18 76 104 0.3963491208918749 0.0036508791081251157
18 77 89 0.3925048608000406 0.007495139199959422
18 78 95 0.3079743970578233 0.09202560294217671
18 89 101 0.39460962092049917 0.005390379079500851
18 98 138 0.22646908539821273 0.1735309146017873
18 104 150 0.3219393152673732 0.07806068473262684
18 112 147 0.39880523678398394 0.0011947632160160815
18 115 124 0.39603787930671636 0.003962120693283666
18 117 150 0.29267434241576545 0.10732565758423457
18 145 146 0.3948793826313696 0.005120617368630398
19 1 2 0.25738678357220335 0.14261321642779667
19 12 83 0.3753788911046004 0.024621108895399646
19 15 107 0.34353254071062717 0.05646745928937286
19 16 29 0.31234440278515574 0.08765559721484428
19 22 31 0.3435638629652736 0.05643613703472644
19 26 58 0.3880122571663523 0.01198774283364773
19 37 99 0.38419611112172963 0.01580388887827039
19 40 66 0.33836458623629856 0.06163541376370146
19 45 55 0.351742199740284 0.048257800259716044
19 61 137 0.34816072930405995 0.051839270695940076
19 64 123 0.30551206062358627 0.09448793937641375
19 75 102 0.28505930185990375 0.11494069814009628
19 76 104 0.3963491208918749 0.0036508791081251157
19 104 148 0.3917978178569128 0.008202182143087211
19 104 150 0.3219393152673732 0.07806068473262684
19 112 147 0.39880523678398394 0.0011947632160160815
19 142 167 0.35798454389926926 0.042015456100730764
19 144 156 0.390744819158867 0.009255180841133026
19 145 146 0.3948793826313696 0.005120617368630398
20 1 2 0.37358153474809347 0.026418465251906553
20 15 84 0.3995896031219996 4.103968780004297E-4
20 16 86 0.3555990755215543 0.044400924478445736
20 17 84 0.30549530608256914 0.09450469391743088
20 18 106 0.24840181575305195 0.15159818424694807
20 19 107 0.3758890361978662 0.024110963802133845
20 22 31 0.3236116071853924 0.07638839281460763
20 27 59 0.3574977552423315 0.042502244757668506
20 29 30 0.3542600793004725 0.045739920699527536
20 29 109 0.3334278274006572 0.06657217259934284
20 37 126 0.33825875607939315 0.06174124392060687
20 45 101 0.3449961510930314 0.05500384890696863
20 62 83 0.3764747880053667 0.02352521199463331
20 100 161 0.2865568576626844 0.11344314233731562
20 101 102 0.3351566167612613 0.06484338323873873
20 104 148 0.3917978178569128 0.008202182143087211
20 105 137 0.2916976520876463 0.10830234791235371
20 111 131 0.39895061094456735 0.0010493890554326701
20 143 158 0.3993031849434894 6.968150565106468E-4
21 1 2 0.2758660393014449 0.12413396069855515
21 15 59 0.25359986018318464 0.14640013981681538
21 22 31 0.3676244554848063 0.0323755445151937
21 34 36 0.3535260688563015 0.04647393114369852
21 37 126 0.33825875607939315 0.06174124392060687
