timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
21 40 114 0.34131162301073215 0.058688376989267876
21 41 43 0.23718280263206695 0.16281719736793307
21 48 158 0.23291875191628292 0.1670812480837171
21 49 54 0.3919655516817839 0.008034448318216147
21 69 152 0.2844918302377334 0.11550816976226663
21 77 150 0.35389630859313853 0.04610369140686149
21 81 82 0.39228210420529874 0.007717895794701279
21 93 95 0.33162758196019215 0.06837241803980787
21 94 137 0.34164591747211437 0.05835408252788565
21 100 161 0.2865568576626844 0.11344314233731562
21 103 141 0.38440016337649174 0.015599836623508279
21 135 158 0.39979343867687717 2.065613231228558E-4
21 145 168 0.2407833798474865 0.15921662015251353
21 146 161 0.24551722699412945 0.15448277300587057
21 155 158 0.3951799548487323 0.004820045151267716
21 157 163 0.385178000225972 0.014821999774028038
21 160 165 0.2835148683638324 0.11648513163616764
21 162 163 0.3463743178806008 0.05362568211939922
22 1 2 0.2758660393014449 0.12413396069855515
22 12 83 0.30038689035003713 0.0996131096499629
22 14 109 0.3118132156362637 0.08818678436373634
22 18 106 0.31183528209514694 0.08816471790485308
22 22 23 0.36822123400075896 0.031778765999241065
22 22 31 0.365007131128437 0.034992868871563
22 37 156 0.2814554039991832 0.11854459600081685
22 48 158 0.23291875191628292 0.1670812480837171
22 77 141 0.3959220749700633 0.004077925029936702
22 88 99 0.3385642577167008 0.06143574228329923
22 88 126 0.36093461011235506 0.03906538988764496
22 95 123 0.38549124402138435 0.014508755978615673
22 108 132 0.3979688558539331 0.002031144146066921
22 135 158 0.39979343867687717 2.065613231228558E-4
22 145 168 0.2407833798474865 0.15921662015251353
22 154 170 0.35309553673555283 0.046904463264447194
22 155 162 0.39152889894528187 0.008471101054718155
22 157 163 0.385178000225972 0.014821999774028038
23 1 2 0.3455475961541974 0.05445240384580263
23 3 78 0.38903937284932216 0.01096062715067786
23 5 10 0.3327571649544087 0.06724283504559131
23 6 86 0.3701404765779357 0.029859523422064327
23 11 28 0.3974400728642282 0.0025599271357718
23 17 19 0.29010089896261343 0.10989910103738659
23 18 27 0.3384994249851558 0.06150057501484424
23 29 121 0.35194605243174903 0.04805394756825099
23 30 59 0.28954255567228876 0.11045744432771126
23 34 36 0.29032724622726186 0.10967275377273816
23 37 152 0.3906267621443151 0.009373237855684946
23 37 156 0.2814554039991832 0.11854459600081685
23 45 55 0.26178394175778885 0.13821605824221117
23 48 149 0.2721743150272249 0.12782568497277513
23 62 106 0.25488548306889586 0.14511451693110416
23 69 125 0.24387337166833156 0.15612662833166846
23 69 152 0.2973468094660579 0.10265319053394212
23 72 153 0.2845025645656386 0.11549743543436142
23 74 89 0.3948424130717061 0.0051575869282939335
23 75 77 0.3806322174200844 0.019367782579915616
23 89 117 0.39055578207559705 0.009444217924402976
23 95 123 0.38549124402138435 0.014508755978615673
23 116 158 0.3997730669467636 2.269330532364E-4
23 143 158 0.27222922815435713 0.1277707718456429
23 154 170 0.35309553673555283 0.046904463264447194
23 155 162 0.39152889894528187 0.008471101054718155
23 155 167 0.3877691778613891 0.01223082213861093
24 1 2 0.3455475961541974 0.05445240384580263
24 4 24 0.3754852413793313 0.02451475862066871
24 15 63 0.3292735241393571 0.0707264758606429
24 18 27 0.32599950718424486 0.07400049281575516
24 18 106 0.3384727158424135 0.061527284157586515
24 22 23 0.357557037784993 0.04244296221500704
24 29 121 0.24144720460522823 0.1585527953947718
24 45 55 0.26178394175778885 0.13821605824221117
24 48 116 0.38510465382356146 0.014895346176438562
24 48 118 0.38948355181289523 0.010516448187104788
24 60 105 0.396195596051405 0.0038044039485950476
24 69 125 0.24387337166833156 0.15612662833166846
24 72 153 0.2845025645656386 0.11549743543436142
24 74 148 0.27852625913493406 0.12147374086506596
24 77 150 0.27857544877494284 0.12142455122505719
24 79 96 0.36871751324477886 0.03128248675522116
24 89 117 0.35279904710215043 0.04720095289784959
24 97 160 0.36036806236298047 0.039631937637019554
24 99 115 0.3351451093360399 0.06485489066396011
24 117 141 0.33887455695424945 0.06112544304575057
24 155 158 0.3979737100748336 0.0020262899251664024
25 1 2 0.3827162723791302 0.017283727620869827
25 1 62 0.3438485346083706 0.05615146539162941
25 14 121 0.3624760945416869 0.037523905458313134
25 15 59 0.28657270423451464 0.11342729576548538
25 19 31 0.2737440726690137 0.12625592733098634
25 23 80 0.36257647982179925 0.037423520178200775
25 34 40 0.33490673894964307 0.06509326105035695
25 37 69 0.39518989264150256 0.004810107358497462
25 58 123 0.3896850320278759 0.010314967972124112
25 74 103 0.3723896143249088 0.02761038567509122
25 74 134 0.39990658746721397 9.341253278605244E-5
25 79 96 0.36871751324477886 0.03128248675522116
25 89 117 0.35279904710215043 0.04720095289784959
25 95 131 0.3195097962102428 0.08049020378975724
25 104 134 0.36480589168328686 0.03519410831671316
25 154 164 0.2556859926682031 0.14431400733179695
25 158 162 0.2580105678322128 0.1419894321677872
26 2 62 0.3841590774626651 0.015840922537334934
26 6 83 0.39783317975176613 0.0021668202482338916
26 14 81 0.22449777268842522 0.1755022273115748
26 15 59 0.28657270423451464 0.11342729576548538
26 16 111 0.2913432629487118 0.1086567370512882
26 33 96 0.30347124807916925 0.09652875192083077
26 34 40 0.33490673894964307 0.06509326105035695
26 44 114 0.3433518913720645 0.05664810862793551
26 45 55 0.253845991139232 0.14615400886076801
26 45 90 0.38513928340669973 0.014860716593300294
26 49 54 0.32322540920042436 0.07677459079957566
26 52 119 0.394642365208215 0.0053576347917850264
26 58 96 0.3673284127371039 0.032671587262896096
26 76 104 0.39381218999495676 0.006187810005043259
26 78 136 0.2566020956354786 0.14339790436452143
26 132 137 0.39663895311748837 0.0033610468825116535
26 133 155 0.23642919081229888 0.16357080918770114
26 146 154 0.38667429229206596 0.013325707707934065
26 148 163 0.36655824277236443 0.03344175722763559
26 151 166 0.23500639858810377 0.16499360141189626
26 158 162 0.2580105678322128 0.1419894321677872
27 2 62 0.3841590774626651 0.015840922537334934
27 8 28 0.3992289918140682 7.71008185931843E-4
27 13 132 0.3794558162364414 0.0205441837635586
27 15 106 0.3992859124455694 7.140875544306424E-4
27 16 85 0.38875671146991386 0.01124328853008616
27 17 59 0.34850012732349744 0.05149987267650258
27 18 106 0.3650997514442466 0.03490024855575341
27 27 84 0.35009428013427946 0.049905719865720566
27 34 40 0.24857409242835518 0.15142590757164484
27 45 55 0.253845991139232 0.14615400886076801
27 51 134 0.35866905639342617 0.041330943606573856
27 52 119 0.38637497254771175 0.013625027452288274
27 58 79 0.3178463962045728 0.08215360379542724
27 60 61 0.38293142361127863 0.01706857638872139
27 83 132 0.3182969747349796 0.08170302526502043
27 88 98 0.37558744658207427 0.024412553417925753
27 93 108 0.3348142946553384 0.06518570534466162
27 98 156 0.3619486949996515 0.038051305000348534
27 110 131 0.38447637365866777 0.015523626341332253
27 116 151 0.3619721921300196 0.038027807869980446
27 118 155 0.33113104921493225 0.06886895078506777
27 122 137 0.3832324413186344 0.016767558681365646
27 142 148 0.38327271448646666 0.016727285513533363
27 149 155 0.3927305045571338 0.007269495442866203
27 156 169 0.25351718255366806 0.14648281744633196
28 8 28 0.27059294728634276 0.12940705271365727
28 13 83 0.32314285440878676 0.07685714559121326
28 16 95 0.2973528359148508 0.10264716408514923
28 17 59 0.24120199494653285 0.15879800505346717
28 34 40 0.24857409242835518 0.15142590757164484
28 39 115 0.34366876216646586 0.056331237833534165
28 45 90 0.2948612234658116 0.1051387765341884
28 52 119 0.38637497254771175 0.013625027452288274
28 58 79 0.3178463962045728 0.08215360379542724
28 60 108 0.39215141202747916 0.00784858797252086
28 72 87 0.29957948526107914 0.10042051473892089
28 75 141 0.27669708086195155 0.12330291913804847
28 77 117 0.29471650160743607 0.10528349839256396
28 77 141 0.3964817945890745 0.0035182054109255123
28 78 136 0.2919276305048403 0.10807236949515975
28 86 132 0.3210398704624507 0.07896012953754933
28 93 131 0.28703873886580067 0.11296126113419935
28 94 137 0.36315070286692347 0.03684929713307655
28 118 133 0.3900562401924855 0.009943759807514496
28 139 153 0.3929723360573639 0.007027663942636098
28 142 148 0.34901974630945115 0.05098025369054887
28 158 162 0.3338603895977735 0.06613961040222655
29 6 86 0.3825243980162216 0.0174756019837784
29 9 17 0.32447132776219123 0.07552867223780879
29 13 83 0.32314285440878676 0.07685714559121326
29 33 58 0.35130205630368755 0.04869794369631247
29 34 36 0.29635328110281794 0.10364671889718208
29 50 127 0.38031083365720514 0.019689166342794884
29 52 119 0.32867890431829866 0.07132109568170136
29 60 108 0.39215141202747916 0.00784858797252086
29 72 146 0.3619939282890956 0.03800607171090442
29 74 104 0.3074164004569599 0.09258359954304013
29 77 117 0.29471650160743607 0.10528349839256396
29 77 141 0.3964817945890745 0.0035182054109255123
29 79 96 0.38332484225265856 0.016675157747341462
29 98 160 0.3065797199803422 0.0934202800196578
29 112 153 0.39541906905519847 0.004580930944801553
29 115 152 0.37980961664076557 0.020190383359234454
29 123 136 0.33280194416546843 0.06719805583453159
29 139 168 0.3951514105082629 0.00484858949173711
29 149 167 0.39984267755796155 1.5732244203847667E-4
29 153 168 0.2676676742893462 0.13233232571065384
29 158 162 0.3338603895977735 0.06613961040222655
30 1 121 0.39134045603967704 0.00865954396032298
30 9 21 0.362268026970929 0.037731973029071
30 9 27 0.3234123476552037 0.07658765234479631
30 13 14 0.38302722713790793 0.01697277286209209
30 18 62 0.3014810488179129 0.09851895118208714
30 30 132 0.2911230630088507 0.10887693699114931
30 33 58 0.35130205630368755 0.04869794369631247
30 39 100 0.28531120579880836 0.11468879420119166
30 39 124 0.3402475913553217 0.059752408644678345
30 74 103 0.3970273378704847 0.002972662129515302
30 97 164 0.3102708226259659 0.08972917737403413
30 123 136 0.33280194416546843 0.06719805583453159
30 133 149 0.37224608494948114 0.027753915050518885
30 133 158 0.3962972976712423 0.0037027023287577454
30 155 167 0.39660954384930586 0.0033904561506941655
31 6 94 0.34525775807922393 0.05474224192077609
31 9 21 0.362268026970929 0.037731973029071
31 9 62 0.3317733174980155 0.06822668250198455
31 13 131 0.3039726729070071 0.09602732709299294
31 26 120 0.3985032387292524 0.0014967612707476041
31 33 58 0.3178700672753393 0.08212993272466074
31 41 73 0.3391202945044002 0.060879705495599845
31 57 123 0.28578027963776564 0.11421972036223438
31 75 117 0.3448783818907473 0.0551216181092527
31 91 119 0.37155408219712743 0.02844591780287259
31 100 124 0.38369222858671237 0.016307771413287653
31 123 136 0.3769114436311601 0.02308855636883994
32 3 78 0.36177205428171394 0.03822794571828608
32 8 28 0.2761173476867509 0.12388265231324913
32 17 59 0.3981164912722283 0.00188350872777171
32 34 40 0.39917400144248044 8.259985575195805E-4
32 35 66 0.3677289115856776 0.03227108841432241
32 41 73 0.30635700107839825 0.09364299892160177
32 50 102 0.3753159198651256 0.024684080134874442
32 75 117 0.2384223983553018 0.16157760164469823
32 87 170 0.30421470397894923 0.09578529602105079
32 88 160 0.31836579667553483 0.0816342033244652
32 94 122 0.32498872783705374 0.07501127216294629
32 100 124 0.38369222858671237 0.016307771413287653
32 100 144 0.31835515755689336 0.08164484244310666
32 104 134 0.357930465212971 0.04206953478702902
32 135 166 0.23803656762974415 0.16196343237025587
32 163 167 0.3888543544817077 0.011145645518292335
33 6 85 0.38907519276190494 0.01092480723809508
33 12 18 0.2691954587380492 0.13080454126195085
33 13 14 0.3997649541562576 2.3504584374239856E-4
33 17 21 0.2777437967649372 0.12225620323506281
33 33 58 0.2849720430675992 0.11502795693240081
33 41 73 0.270606895724763 0.12939310427523704
33 53 128 0.23839454708423066 0.16160545291576936
33 60 83 0.38503161491231536 0.014968385087684666
33 61 108 0.36296610000677104 0.03703389999322898
33 63 81 0.22266365519286224 0.17733634480713778
33 75 117 0.2384223983553018 0.16157760164469823
33 76 89 0.3732607463675944 0.026739253632405646
